source,target,weight,PMID
Nr1i3,Cyp7a1,1,16492670
Nr1i3,Dr1,1,16492670;17464991
Nr1i3,Hnf4a,1,16492670
Ncoa2,Dr1,1,16492670
Ppara,Txn,1,16492688;18848838
Ppara,Acadm,1,16492688
Ar,Sarm1,1,16492776
Vsx2,Carm1,1,16492776
Vsx2,Crebbp,1,16492776
Zeb1,Ccng2,1,16493026
Zeb1,Rbl2,1,16493026
Rela,Hamp,1,16494782
Ar,Greb1,1,16496412
Rela,Carm1,1,16497732;20462455
Atf2,Nos3,-1,16497991
Creb1,Nos3,1,16497991;16651461
Dnmt1,Wif1,1,16501252
Dnmt3b,Wif1,1,16501252;23939044
Tp53,Ubd,-1,16501612
Mef2a,Bco1,1,16504037
Pparg,Bco1,1,16504037;24071514
Mef2c,Bco1,1,16504037
Ppara,Bco1,1,16504037;24071514
Hif1a,Il1b,1,16504308;17548584;19490965;20865400;22964004;24352507;25750431
Tbx6,Mesp2,1,16505380;18849530;20346937
Thra,Angptl3,1,16505486
Thrb,Angptl3,1,16505486
Rara,Rarg,1,1650576
Rarg,Rara,1,1650576;17291686
Hif1a,Avp,1,12691740;16507742
Hif1a,Cish,1,16507742
Clock,Clock,1,16507766;17204240;20124474
Myc,Bmal1,1,16507766
Myc,Clock,1,16507766
Tp53,Myo6,1,16507995;20576604
Ybx3,Ccnd1,1,16508013;19730435;20133805
Vdr,Fgf8,-1,16508948
Vdr,Klk1b26,1,16508948
Vdr,Klk1b8,1,16508948
Vdr,Klk1b9,1,16508948
Vdr,Klk1b1,1,16508948
Vdr,Klk1b11,1,16508948
Vdr,Klk1b27,1,16508948
Vdr,Klk1b22,1,16508948
Vdr,Klk1b21,1,16508948
Vdr,Klk1b5,1,16508948
Vdr,Klk1b16,1,16508948
Vdr,Klk1b3,1,16508948
Vdr,Klk1b24,1,16508948
Vdr,Klk1b4,1,16508948
Vdr,Klk1,1,16508948
Snai1,Snai2,1,16510505
Snai2,Snai2,1,16510505
Snai2,Sox9,-1,19756381;21645238
Sox9,Snai2,1,16510505
Mef2c,Maml1,1,16510869;24473123
Epas1,Pou5f1,-1,16510872;19755485;20139178
Hif1a,Pou5f1,1,16510872
Kmt2a,Apc,1,16510874
Kmt2a,Btrc,1,16510874
Kmt2a,Myc,1,16510874
Myc,Btrc,1,16510874
Esr1,Hsp90b1,1,16511840;23038705
Esr1,Snca,1,16511840
Pparg,Ppargc1a,1,16513826;29182484;32991581
Elf1,Elf1,1,16513841
Elf1,Nfkb1,1,16513841
Elf1,Il12b,1,16514412
Esr1,Nfya,1,16514628
Atf4,Plat,1,16515541
Atf4,Th,1,16515541
Cebpg,Th,1,16515541
Creb1,Tac1,1,16515544
Kcnip3,Npff,1,16515822
Pdx1,Npff,1,16515822
Pou1f1,Npff,1,16515822
Pou2f1,Npff,1,16515822
Ssrp1,Ccne1,1,16516150
Ssrp1,Tnfrsf11a,1,16516150
Nfe2l2,Cox4i1,1,16516409
Ets1,Npr1,1,16517010;18651838;19487584;20864529
Nfatc2,Foxp3,1,16517728;17463169;25126782
Cdx1,Ccl25,1,16517733
Sp1,Jak3,1,14976041;16518416
Ets2,Il12b,1,10657616;16518544;8958954;9234715;9497375
Kat7,Il12b,1,16518544
Sp1,Il12b,1,15270850;16518544;19134014;20121399
Elf1,Il10,1,16519741
Lrrfip1,Slc1a2,1,16520390
Lrrfip1,Slc1a3,1,16520390
Tfap2a,Slc1a2,1,16520390
Tfap2a,Slc1a3,1,16520390
Lrrfip1,Tfap2a,1,16520390
Tbx21,Gata3,1,16520391;17075044
Ahr,Insm1,1,1652054;8380231
Rara,Il2,1,1652063
Zglp1,Pik3r1,1,16522728
Pdx1,Reg3b,1,16522740;18192873;19770784
Neurod1,Reg3b,1,16522740;18192873;19770784
Zfpm1,Fcer1g,1,16522818
Zfpm1,Spg21,1,16522818;20010697
Lhx1,Hesx1,1,16527264
Lhx3,Hesx1,1,16527264
Fos,H2-T23,1,1652755
Scx,H2-T23,1,1652755
Fos,Actb,1,1652755
Myod1,Ppargc1a,1,16527841;19553684
Ar,Nrip1,1,16527872
Sp1,P2rx1,1,16529657
Irf1,Xaf1,1,16530516;19056926
Nr3c1,Sgk1,1,15793248;16533503;16690749;23991167
Tfap2a,Bcl2,-1,12391156;16533807;21850486
Tfap2a,Apaf1,1,16533807
Nkx3-1,Tfap2a,1,16533807
Tfap2a,Iapp,1,16533807
Dnmt3b,Ngf,1,16537533;17631504
Dnmt3b,Cdh13,-1,16537533;17631504
Mbd2,Cebpa,1,16537832
Usf1,Cebpa,1,16537832;17239350;21680747;22719268;7862113;8076602;8493090;8585944
Fos,Upp1,1,16537893
Taf1,Elp3,1,16537921
Taf1,Flot2,1,16537921
Taf1,Hat1,1,16537921
Taf1,Hpse2,1,16537921
Taf1,Kat2a,1,16537921
Aebp1,Fabp4,-1,15654748;16538615
Aebp1,Tfap2a,1,16538615
Xbp1,Wfs1,1,16539657;16950141
Yy1,Bace1,1,16539685
Tbp,Tfap4,1,16540471
Tfap4,Tfap4,1,16540471;17239350
Snai2,Prss8,-1,16541421
Srebf2,Prss8,1,16541421;16806080
Brca1,Hif1a,1,16543242
Hif1a,Brca1,1,16543242
Fos,Avp,1,16543367
Jun,Avp,1,16543367
Tfam,Mtco1,1,16543724
Nfe2l2,Nqo2,1,16545679
Kat7,Tnf,1,16547255;17532302
Maff,Oxtr,1,10527846;16549056
Esr1,Gclc,1,16549430;23133636
Esr2,Akt1,1,16549430;17261755
Esr2,Gclc,1,16549430
Esr2,Glrx,1,16549430
Znf569,Etnk1,1,16551612
Nfe2l2,Pik3c3,1,16551619
Nfe2l2,Gsk3b,1,16551619
Nfkb2,Rac3,1,16551621
Nfkb2,Relb,1,16551621
Relb,Rac3,1,16551621
Relb,Relb,1,16551621
Aire,Ins2,1,16552513;18083234;21505196;22310661;23911422
Nr1i2,Cd36,1,16556603;18072748;18242221;19436068
Ppara,Bmal1,1,16556735
Bmal1,Ppara,1,15828232;16556735
Bmal1,Tspoap1,1,16556735
Snai1,Ins2,1,16556769
Pparg,Tert,-1,16556873;19912441
Ets1,Tert,1,16556873;20842112
Nkx2-5,Pitx2,1,16556915
Tbx1,Pitx2,-1,16556915;20816801
Pitx2,Tbx1,-1,17384148;20129917
Gata6,Sema3c,1,16557299;19666519
Id2,Fgfr1,1,16557594
Tp53,Id2,1,16557594;18701504;21608079
Id2,Tp53,1,16557594;18701504
Tp53,Fgfr1,1,16557594;18811981;22466965;24492005
Nfia,Hspa5,1,1656235
Nfic,Hspa5,1,1656235
Mef2a,Sumo1,1,16563226
Nfic,Gfap,1,16565071;16606365;19540848;23839947
Sp1,Edf1,1,16567061
Sp3,Edf1,1,16567061
Nr5a1,Cyp1b1,1,16567417
Creb1,Cyp1b1,1,16567417
Ppara,Pex11a,1,14729975;16534556;16567422
Zeb2,Vim,1,16568083;17615296;19806322;22227038
Dnmt1,Cxcl12,1,16568088;17532557
Dnmt3b,Cxcl12,1,16568088;17532557
Stat3,Ptk6,1,16568091
Cebpb,Oxtr,1,16569740;21734268;7816817
Tp53,Ccna2,-1,16571800;16931621;19671680;21952947;8270002;8641461;9275177;9360984
Wt1,Vegfa,1,16572586;17127464;20871039;22030397;22172722
Usf1,Nphs2,1,16572591
Esr1,Clip1,1,16574066
Pbx1,Pdgfb,1,16574312
Runx2,Sp7,1,16574347;18331818
Sp7,Runx2,1,24692107
Sp7,Sp7,1,16574347;18056716;19505977;19887580;20063384;20683885;21636574;22396760;22807088
Vdr,Trpv6,1,16574738;17293108;17556365;20227497;22563729
Rorb,Opn1sw,1,16574740
Crx,Opn1sw,1,16574740;19014374
Esr1,Kdr,1,16574784;18006642
Lef1,Runx2,1,16043491;16575901
Runx2,Lef1,1,19650108;20890621
Myod1,Chrng,1,1657903
E2f1,Cdca7,1,16580749
E2f2,Cdca7,1,16580749
E2f4,Cdca7,1,16580749;17531812
Hivep2,Pparg,1,16580992
Smad1,Pparg,1,12589053;16580992;23071089
Grhl3,Rb1,1,16581787
Thra,Ctnnb1,1,16581794
E2f1,Bmi1,1,16582100;17360938;23796898
Esr1,Bmi1,1,16582100;24559156
Tp63,Fasn,-1,16582625;19861536
Tp73,Fasn,1,16582625;19861536
Irf2,Kat2b,1,16582966
Irf2,Oga,1,16582966
Hnf4a,Csn2,1,16584384
Hnf4a,Slc10a1,1,14701722;16584384;17640976;18483185;20576918
Egr1,Selp,1,16585567
Cebpb,Myc,-1,16585579;20581311;21098707
Myc,Il4,1,16585579
Creb3l4,Creb3l4,1,16595651
Crem,Creb3l4,1,16595651
Klf5,Birc5,1,16595680;23869764
Foxa2,Ahsg,1,16595698
Tp53,Efnb3,1,16596216
Myc,Mapk1,1,16596619;20144848;21933022;22789855;23617883;8013639
Kat5,Kat5,1,16597624;17728759
Kat5,Nppa,1,16597624
Ddit3,Bak1,1,14612528;16597647;17166886;23339468
Dlx4,Vegfa,1,16598437;17456765;19664474
Phf20,Ciita,1,16600381
Phf20,H2-T23,1,16600381
Zxdc,Ciita,1,16600381
Zxdc,H2-T23,1,16600381;19777325
Hsf2,Il12a,1,16600913
Jun,Il12a,1,16600913;22904313
Hoxd13,Cyp1a1,1,16601081
Stat3,Slc25a5,1,16601104
Egr1,Cfc1,1,16601206
Hif1a,Cfc1,1,16601206
Hif1a,Xiap,1,16601206
Myc,Cfc1,1,16601206
Myc,Flt1,1,16601206
Tp53,Mlip,1,16601686;17509529
Kat5,Cdkn1a,1,16601686;17671089;20351180
Tp53,Tubb2a,1,16603638
Hnf1a,Lipc,1,16603721
Hnf4a,Lipc,1,16603721
Nr2f2,Lipc,1,16603721
Pitx2,Lipc,1,16603721
Sp1,Has2,-1,16603733;21795679
Sp3,Has2,1,16603733
Foxo1,Agrp,1,16604086;16783365;23462798;28270795
Mnx1,Men1,1,16604156
Nfic,Adcyap1,1,16606365
Nfic,Cntf,1,16606365
Nr0b1,Th,1,16606843
Hes1,Tle1,1,16608701;19250647
Esr1,Ccng2,1,16608856;22596188
Nr3c1,Adipor2,1,16609881
Pparg,Adipor2,1,16609881
Klf6,Tgfb1,-1,16611854;18615188;19076057;9837963
Pparg,Tgfb1,-1,12711314;14693716;14702344;16321227;16611854;17625041;17995524;18615188;18991162;31023188
Hif1a,Tgfb3,1,10831118;16611863
Scx,Dab1,1,16613610
Atf3,Eif2ak2,1,16613840
Nfe2l2,Bglap,-1,16613847
Nfe2l2,Bglap3,-1,16613847
Nfe2l2,Bglap2,-1,16613847
Ncoa2,Rarb,1,16613851
Etv5,Sftpc,1,16613858
Ncor2,Akt1,1,16613989
Ncor2,Rara,1,16613989
Ncor2,Rarb,1,16613989
Rara,Akt1,1,16613989
Rarb,Akt1,1,16613989
Isl1,Gnrhr,1,16613990;22414758
Lhx3,Gnrhr,1,16613990
Lhx5,Gnrhr,1,16613990
Lhx9,Gnrhr,1,16613990
Srebf1,Pfkfb1,1,16614080
Klf12,Abcc3,1,16615998
Klf12,Slc14a2,1,16615998
Klf12,Scnn1a,1,16615998
Cdx2,Slc15a1,1,16616718;18575574;19549526
Pou2f1,Ptprc,1,16616894
Tfap2a,Il6,1,16616959;9480831
Esr1,Bcas3,1,16617102;17505058
Mta1,Bcas3,1,16617102
Sp1,Tnnt2,1,16617124
Sp3,Tnnt2,-1,16617124;17140938
E2f1,Diablo,1,16617145;18660514
Snai1,Snai1,-1,16617148
Onecut1,Ccnd1,1,16618419
Tp53,Cltc,1,16618797
Pax5,Flt3,1,16618805
Irf3,Notch1,1,16618808
Irf3,Tp63,1,16618808
Tp63,Hes1,1,16618808
Smad3,Mmp9,1,15086314;16619037;23161884
Ar,Calm1,1,16619263
Ar,Calm2,1,16619263
Ar,Calm3,1,16619263
Znf148,Ghr,1,16621236
Gata6,Wnt2,1,16621466
Nfkbiz,Lcn2,1,16622025;17447895;20220144
Nr1i3,Ppig,1,16623664;19275551
Ppara,Pdk4,1,11554740;15292029;15955060;16623704;17202796;17669420;20638986;21625432
Sp1,Ednrb,1,16623715;16921166
Bhlhe41,Sdc1,1,16623766
Prdm1,Sdc1,1,16623766;9687529
Xbp1,Sdc1,1,16623766
Myc,Ybx2,1,16624424
Mycn,Ybx2,1,16624424
Foxk2,Il2,1,16624804;9065434
Tgfb1i1,Mapk15,1,16624805
Nfatc1,Vcam1,1,16627481
Nr0b1,Egf,1,16627587
Foxa2,Ppp1r3c,1,16627590
Usf2,Hamp,1,16629180;18970934
Ar,Cyp7b1,-1,16630558
Runx1,Il19,1,16631120
Pax2,Nphs1,-1,16631587
Meis1,Zic3,1,16631621
Pbx1,Zic3,1,16631621
Fos,Crh,1,1663213;17895291;7894465;8793851
Esr1,Calm1,1,16635015;9837972
Esr1,Calm2,1,16635015;9837972
Esr1,Calm3,1,16635015;9837972
Xbp1,Slc30a5,1,16636052
Myc,Ovol1,1,16636146
Ovol1,Myc,-1,16636146
Tp73,Gast,1,16636659
Tp53,Tfap2c,1,16636674
Barx2,Timp1,1,16636675
Barx2,Timp3,1,16636675
Zbtb16,Pbx1,-1,16637071;16862184
Ar,Smc3,1,16637073;22695118;23417242
Nr4a2,Nrp1,1,16638018
Nfat5,Aqp2,1,16641150;17166937;18335805;18703515;19138132;21773745
Nfat5,Nfat5,1,16641150;18028879;21757659;22266867;23180003;23233732
Zglp1,Egfr,1,16644672
Foxa2,Foxo1,1,21385937
Foxo1,Foxa2,1,16644672
Zglp1,Foxa2,1,16644672
Atf3,Adipoq,-1,16644691;19932681
Nfatc4,Adipoq,-1,16644691
Nr3c1,Ccnd1,-1,16644723;18097517
Mlx,Pklr,1,16644726;20382893
Esr1,Mta2,1,16645043
Tp63,Nfya,1,16645595
Spic,Il4,1,16647686
Hoxa9,Flt3,1,16648484;20971928
Meis1,Flt3,1,16648484
Tfcp2,Gata1,1,16648487
Esr2,Gch1,1,16650618
Myb,Vegfa,1,16650815
Stat5a,Acox1,1,16650827
Pax9,Bmp4,1,16651263;21297014;21546760;24173808;9732271
Esr1,Prlr,1,16651265;16705189
Esr1,Gtf2b,1,16651265;9841876
Ncoa1,Gtf2b,1,16651265
Ybx1,Egfr,1,16651443;17595327;17875215;19036157;19648825;24211838
Ybx1,Erbb2,1,16651443;19648825;20838384
Sp1,Xrcc1,1,16652158
Myod1,P2ry4,1,16652159
Tp53,P2ry4,1,16652159
Tp73,P2ry4,1,16652159
Lhx2,Gja1,1,16652385
Ets1,Spp1,1,16670084;8635216;9794229
Foxo1,Gabrg2,-1,16670091
Foxo1,Pparg,-1,16670091;19289458
Nr1h4,Ins2,1,16670091;20060466
Nr1h4,Slc2a4,1,16670091;18769028
Sall1,Sall1,1,16670092;19942929
Six1,Six1,1,16670092;23954877
Stat5a,Cd3e,1,16670309
Stat5a,Cd44,1,16670309;23313770
Stat5a,Cd69,1,16670309
Stat5a,Il2ra,1,16670309;8943338;9541574
Stat5a,Tspoap1,1,16670309
Hnf1a,Abcc2,1,16670373;17210751;20576918
Sp1,Padi3,1,16671893
Sp3,Padi3,1,16671893
Sp3,Pros1,1,16672217
Esr1,Ucn,1,16672665
Esr2,Ucn,1,16672665
Myod1,Fgf1,1,16672693
Yy1,Amelx,-1,16674681
Tbpl1,Mtatp6,1,16674839
Ahr,Cad,1,16675542
Esr1,App,1,16675543
Esr1,Mtatp6,1,16675543
Esr1,Npy,1,16198490;16675543;18562618
Esr2,Mtatp6,1,16675543
Creb1,Cryaa,1,16675956;17467007
Pax6,Dicer1,1,16675956
Smarca5,Cryaa,1,16675956
Jun,Pten,-1,16676006
Rfx1,H1-6,1,16676351
Foxc1,Dll4,1,16678147;18545664;20238301
Foxc2,Dll4,1,16678147;18545664;20238301;20959466
Hey1,Rbfox2,1,16678790;19369342
Hey1,Hey1,1,16678790;19369342;19802006
Esr1,Stim1,1,16679312
Jun,Stim1,1,16679312;22649503;23404426
Rela,Fgf8,1,16683270
Ets1,Itga10,1,16684505;17726260
Sox9,Itga10,1,16684505
Tfap2e,Itga10,1,16684505
Sox10,Cntf,-1,16684879
Pax3,Cntf,1,16684879
Pou1f1,Cntf,1,16684879
Pou2f1,Cntf,1,16684879
Pou3f1,Cntf,1,16684879
Cebpb,Bpi,1,16684888
Cebpe,Bpi,1,16684888;17483073
Hnf4a,Vegfd,1,16685460
Foxo3,Nos2,1,16687394
Foxo3,Abcc8,1,16687394
Smad6,Dlx3,1,16687405
Atf4,Igfbp1,1,16687408
Cebpb,Rb1,1,16687924
Atf3,Tlr4,-1,16688168
Hic1,Fgfbp1,1,16690027;19525223
Jund,Nppa,-1,16690042
Foxo3,Igfbp3,1,16690749
Foxo1,Timp3,1,16690806
Mbd1,Mbd1,1,16696318
Srebf2,Lrp1,-1,16697011;20980003;24529141
Tfap2b,Yeats4,1,16698963
Fosb,Mmp2,1,16699069
Junb,Mmp2,1,16699069;19289495;19944019
Nr2e1,Pten,-1,16702404;17873065;18391013
Klf6,Cdh1,1,16702959;22277651
Elf1,Pnpla2,1,16705060
Smarca1,Hmox1,1,16705163;3284746;3545494;8005433;8612772
Kat7,Hmox1,1,16705163
Id2,Cdkn1c,-1,16705184
Tcf3,Cdkn1c,1,16705184
Esr1,Bglap,1,16705189
Esr1,Bglap3,1,16705189
Esr1,Bglap2,1,16705189
Hsf1,Socs3,1,16706108
Tfap2a,Insr,1,16707431;18310298
Sall1,Foxn1,1,16707490
Smad4,Csf1,1,16707491
Irf8,Ccl5,1,16707500
Rel,Ccl5,1,11259372;12820969;16707500;17705131;20058312;9120310
Spi1,Ccl5,1,10760799;16707500
Egr2,Cdkn1a,1,16708405;18779345
Egr2,Cdkn1b,1,16708405
Tbx21,Cdkn1b,1,16708405
Tbx21,Egr2,1,16708405
Stat3,Depp1,1,16709597
Stat3,Agrp,1,16709597
Spi1,Fgl2,1,16709865
Ncor2,Cnot2,1,16712523
Nr0b1,Cnot2,1,16712523
Thra,Cnot2,1,16712523
Ncor2,Alg3,1,16712523
Ncor2,Ccr4,1,16712523
Hnf4a,Stmn2,1,16712787
Ssrp1,Rarb,1,16713563
Smad2,Tgfbr2,1,16713975
Smad3,Tgfbr2,1,16713975
Smad2,Ifng,1,16713975
Smad3,Ifng,1,16713975
Smad4,Ifng,1,16713975
Znf250,Rpe65,1,16714237
Atf2,Pglyrp2,1,16714290
Sp1,Pglyrp2,1,16714290
Sp1,Cldn4,1,16714763;23868418
Nanog,Zfp42,1,16714766;20232320
Pou5f1,Zfp42,1,16714766;17068183;7945330;9528758
Sox2,Zfp42,1,16714766
Zfp42,Zfp42,1,16714766;20232320;9528758
Tp53,Pycard,1,16715133
Ets1,Rhoc,1,16715134;21732343;23474984
Cic,Etv5,1,16717057
Nfatc4,Egf,1,16718377
Nfatc4,Ptgs2,1,16718377;16803872;21871017
Cebpd,Bglap,1,11668178;16720721
Cebpd,Bglap3,1,11668178;16720721
Cebpd,Bglap2,1,11668178;16720721
Cebpg,Nobox,1,16720721
Cebpd,Nobox,1,16720721
Runx2,Nobox,1,16720721;23675497;8995235
Smad2,Inha,1,16720723
Smad3,Inha,1,16720723
Tbpl2,Poli,1,16721357
Rfx1,Slc1a1,1,16723357
Dnmt3a,Ifng,1,16724115
Sp1,Maoa,1,15654081;16728402;19661285;7996184
Nr3c1,Maoa,1,16728402
Mesp2,Epha4,1,16728472
Stat3,Dio2,1,16728495
Stat5a,Dio2,1,16728495
Tp53,Ntrk1,1,16729028
Tp53,Aifm1,1,16729031;23506862
Jun,Ppargc1a,-1,16729332;20143420
Creb1,H2-Ea,1,16730065
Creb1,P04224,1,16730065
Grhl1,Cyp11a1,-1,16730372;18004979
Hr,Dmd,1,16730384
Esr1,Slc5a5,1,16730657
Sfpq,Th,-1,16731528;20938049
Esr1,Clca1,1,16731779
Stat3,Bcl3,1,16293640;16732314
Sp3,Bak1,1,16732318
Sp1,Col11a2,1,16734381
Sp3,Col11a2,1,16734381
Sp7,Col11a2,1,16734381
Cebpb,Tgfb1,1,16735029;16908841;16959612;19014341;21098707;21122806;9199295;9726249
Smad2,Csrp2,1,16735029
Smad3,Csrp2,1,16735029
Pax2,Naip2,1,16735463
Atf3,Irs1,-1,16736133
E2f4,Rb1,-1,16738312;17531812
Gabpa,Rb1,1,16738312
Mafg,Litaf,1,16738329
Litaf,Mafg,1,16738329
Esr1,Amy1,1,16738884
Hnf1b,Alb,1,1673926;9671480
Foxa2,Lcn8,1,16740652;17589789
Ar,Lcn8,1,16740652;17589789
Fli1,Dhx9,1,16740692
Mafk,Cdkn1b,1,16740708
Rara,Folr2,1,12543860;16740727
Sp1,Folr2,1,16740727
Esr1,Retn,1,16740979
Stat5b,Bcl2,1,16741510;18793823
Hnf1a,Slco1b2,1,16741617
E2f1,Pura,1,16741925
Nr4a2,Bglap,1,16741951;16765661
Nr4a2,Bglap3,1,16741951;16765661
Nr4a2,Bglap2,1,16741951;16765661
Nr4a2,Col1a1,1,16741951
Preb,Ins2,1,16752178;19267880;19382911;21521937
Hes1,Rb1,1,16753023
Cebpg,Slc2a4,1,16754198;1681537;2404278
Cebpa,Slc2a4,1,12641495;16754198;18408001;20698834;23647459
Hoxa5,Mlh1,1,16756717
Sp1,Pdk4,1,16757381
Hoxd4,Hoxd4,1,16757478;19232136
Xbp1,Ddit3,1,16757577;17455323
Mafb,Brf1,1,16762835
Lmo2,Nfe2,1,16763211
Tal1,Nfe2,1,16763211
Tfcp2,Nfkbia,1,16763620
Rest,Th,-1,16764822
Hhex,Esm1,1,16764824
Smad3,Bcl2,-1,16766264
Atf1,Mitf,1,12966428;16766266;20068147
Znf354c,Cyp19a1,1,16766568
Neurog2,Ascl1,-1,16766700;23139813
Nr3c1,Faslg,-1,16770006
Hnf4a,Tnf,1,16771709;20621834
Hnf4a,Psmd4,1,16771709
Cebpb,Tac1,1,16771829
Smarca1,Bglap,1,16772287;17272279
Smarca1,Bglap3,1,16772287;17272279
Smarca1,Bglap2,1,16772287;17272279
Pgr,Ptgs2,-1,16772530;18048499;18483177
Id2,Rbl2,1,16776654
Hr,Sgip1,1,16777165
Usf1,Hoxb7,1,12697323;1677811
Tal1,Nfkb1,-1,16778171
Tp53,Dusp4,1,16778175
Crx,Btrc,1,16778892
Mafb,Ins2,1,16780794;17360442;18199433
Hey1,Kdr,-1,16782059;17028039;18694572
Mlxip,Ldha,1,16782875
Tfcp2,Uqcrc1,1,16782889
Yy1,Faslg,-1,16784892
Ppara,Abcg2,1,16785230;22266374
Pparg,Abcg2,1,16785230;18086804;18288266
Smad7,Tert,1,16785237
Tcf12,Pax6,1,16785505
Tcf12,Tcf12,1,16785505;18456661
Foxp3,Ptgs2,1,16785520;24308961
Fos,Cd28,1,16785536
Mbd2,Sfn,1,16786000
Jun,Erbb2,1,16786139;21384344
Cebpb,Hcrt,1,16786175
Usf2,Runx2,1,16786196
Srebf1,Slc2a4,1,16787385;22735681
Pax3,Tgfbr2,1,16787918
Srebf2,Abca7,1,16788211
Hif1a,Pdc,1,16790428;18694926
Sp1,Kcne1,1,16790435;17443681
Tfap2a,Kcne1,1,16790435
Foxd3,Pou5f1,1,16790525
E2f6,Brd7,1,16792505
Sp1,Brd7,1,16792505;18778484;19111069
Tp53,Pias4,1,16793547
Hnf1a,Slc22a8,1,16793932
Hnf1b,Slc22a8,1,16793932
Nfe2l2,Gpx2,1,16794261
Tbp,Sgca,1,16797743
Jun,Mapk14,1,16798740
Nkx3-1,Mcl1,1,16799968
Nr1i3,Mcl1,1,16799968;19433268
Smarca1,Epb42,1,16800816
Stat3,Nanog,1,16801560;21689689;24462277
Tbxt,Nanog,1,16801560
Nr0b2,Adipoq,1,16803864
Thrb,Slc26a5,1,16803873
Thra,Kcnq4,-1,16803873
Zbtb14,Rpl32,1,16805315;17714511
Nfe2l2,Abcc3,1,16806086;22089114
Pax3,Dpyd,1,16806531
Sp1,Dpyd,1,16806531
Sp3,Dpyd,1,16806531
Ppard,Angptl3,-1,16806672
Runx2,Tgfbr1,1,16806744;20093419
Dnmt1,Cdc25c,1,16807237
Dnmt1,Cdk1,1,16807237
Sp1,B3gat3,1,16807373
Tp53,B3gat3,1,16807373
Hnf4a,Acmsd,1,16807375
Ppara,Acmsd,-1,12944176;16807375;18320257
Sp1,Hsd17b2,1,16807381;18270252
Sp3,Hsd17b2,1,16807381;18270252
Foxm1,Esr1,1,16809346;17875680
Esr1,Foxm1,1,20208560;21763263
Neurog3,Gcg,1,16809427;21395400;21983268
Atf1,Slc22a8,1,16809478
Creb1,Slc22a8,1,16809478
Bcl11b,Il2,1,16809611;18831712
Sp1,Pik3r1,1,16814105;17376651;19464346
Nkx2-5,Actg2,1,16814806
Cebpg,Scd1,1,1681537;2606350
Snai1,Egfr,1,16818638
Snai1,Hpgd,-1,16818638;19010907;19608733;19820419
Ets1,Thy1,1,16818745
Creb1,Ciita,1,16818750
Nr1h4,Atp8b1,1,16819395
Srf,Cdkn1a,1,16819512;20068148
Srf,Cdkn2b,1,16819512
Rara,Mmp1a,1,10415749;15246741;1682056
Rara,Thra,1,1682056
Thra,Rara,1,1682056
Thra,Mmp1a,-1,1682056
Sox10,Gjc2,1,16822525;20695017
Irf5,Ifng,1,16824573
Irf5,Il12a,1,16824573;19164128
Irf7,Il12a,1,16824573;19164128
Irf3,Irf1,1,16824573
Atf2,Cps1,1,16824661
Znf148,Oas1a,1,16825291
Alx3,Ins2,1,16825292;21104068
Rela,Cxcl14,1,16825293;19929594;8530498
Nfatc1,Nos2,1,16828070
Hif1a,Nampt,1,16828081;16970912;18669596
Ppara,Acox1,1,16828988;20110263;7635967;8567672;9556573
Jun,Vim,1,14654785;16831196;2922288;7986748
Cdx2,Atoh1,1,16831200
Egr1,Topbp1,1,16831524
Onecut2,Sytl4,-1,16831872
Tp73,Hagh,1,16831876
Twist1,Tnf,1,16831897;20007935
Runx1,Rarb,1,16832676;19843176
Nr4a1,Tcl1a,1,16835233
E2f1,Vegfa,-1,16835303;20639906
Fos,Sar1b,1,16835357
Stat3,Hamp,1,16835372;16946298;18671304;21289291;23703590
Stat3,Stmn1,1,16835434
Smad2,Fbln5,1,16837650
Smad3,Fbln5,1,16837650
Hr,Tgfb1,1,16839530
Ets1,Cxcr4,1,16840440;21741415
Hif1a,Cxcr4,1,16840440;17075581;17083723;19212630;19830694;20007689;20102637;20869949;21887463
Foxl2,Cga,1,16840539
Lhx3,Foxl2,1,16840539
Lhx4,Foxl2,1,16840539
Kcnip3,Calca,1,16840549
Stat3,Pros1,1,16840717
Stat5a,Ncam2,1,16840779
Grhl3,Angpt1,1,16843262
Nanog,Dppa4,1,16846370
Nanog,Gja1,1,16846370
Pou5f1,Dppa4,1,16846370;17068183;18366076
Pou5f1,Gja1,1,16846370
Sox2,Dppa4,1,16846370;18366076
Hif1a,Birc5,1,16847054;19245702;22925504;23732337
Tcf12,Myog,1,16847330
Hif1a,F3,1,16849552
Ybx1,Abcc1,1,16849566
Tgfb1i1,Tgfb1i1,1,16849583;21984848
Tgfb1i1,Fgf7,1,16849583
Cebpb,Sod2,1,16850160;24248464;9372929
Cebpb,Bad,1,16850160
Rela,Sod2,1,10760955;11880364;14515147;15330761;16850160;17085785;18779124;19507253;20061391;24047462
Hhex,Slc5a5,1,16854221
Nr3c1,Nr0b1,1,16857744
Nr0b1,Nr3c1,-1,18417736
Klf4,Acta2,1,16858008;18511453;22241174;23646205
Sp1,Acta2,1,16858008
Sp1,Actg2,1,16858008
Smad3,Acta2,1,12702545;15306544;16858008;17303001;19261809;21990365;24446247
Egr1,Cldn3,1,16858414
Snai1,Cldn3,-1,16858414;19597490;19874710
Creb1,Tpt1,1,16859841
Esr1,Prmt1,1,16861234
Dnmt1,Dlc1,1,16862168
Dnmt3b,Dlc1,1,16862168
Rela,Zeb1,1,16862183;23584475
Hoxb7,Fgf2,1,16862184;21183939;8756643;9681827
